Station number,Station name,Region,Rainfall (mm),Mean,Percentile,Years of data,Latitude (°),Longitude (°),Elevation (m)
10006,BELKA,WA,869.5,991.4,21.8,102,-31.73,118.11,280
22014,PORT VINCENT,SA,868.4,1086.7,5.9,102,-34.78,137.86,8
66052,RANDWICK (RANDWICK ST),NSW,4632.8,3645.8,90.0,101,-33.91,151.24,74
40094,HARRISVILLE MARY STREET,QLD,2951.6,2405.5,91.0,101,-27.81,152.67,58
87017,BLACKWOOD,VIC,2853.8,2956.3,36.0,101,-37.47,144.31,547
85085,TRAFALGAR TOSELAND ROAD,VIC,2775.4,2982.8,26.0,101,-38.22,146.17,90
70057,BRAIDWOOD (KRAWARREE),NSW,2603.8,2451.1,64.0,101,-35.82,149.63,730
55006,BLACKVILLE POST OFFICE,NSW,2202.0,2001.6,75.0,101,-31.64,150.24,410
73051,MURRINGO (WINDERMERE),NSW,2145.0,1976.5,70.0,101,-34.21,148.55,420
90084,WOOLSTHORPE,VIC,1745.0,2180.4,0.0,101,-38.18,142.47,85
23714,FINNISS,SA,1477.5,1495.9,48.0,101,-35.37,138.81,35
49049,HATFIELD (BENILKIE),NSW,1308.5,860.0,95.0,101,-33.73,144.02,81
80004,CANARY ISLAND,VIC,1198.1,1101.4,71.0,101,-35.97,143.85,90
21007,BRINKWORTH,SA,1130.3,1225.8,30.0,101,-33.69,138.40,178
10541,NYERILUP,WA,1017.7,1139.4,22.0,101,-33.86,118.82,280
8121,THREE SPRINGS,WA,1007.8,1137.2,26.0,101,-29.53,115.76,249
25015,PINNAROO,SA,973.3,1013.1,47.0,101,-35.27,140.91,101
10007,BENCUBBIN,WA,745.6,946.4,8.0,101,-30.81,117.86,359
18022,COWELL,SA,628.9,832.8,5.0,101,-33.68,136.91,12
85063,MOUNT BEST (UPPER TOORA),VIC,3209.4,3450.9,32.3,100,-38.61,146.32,235
85042,JINDIVICK,VIC,3176.3,3407.5,26.3,100,-38.03,145.90,266
14825,VICTORIA RIVER DOWNS,NT,2996.8,1992.9,100.0,100,-16.40,131.01,89
40247,LINDFIELD,QLD,2824.5,3189.3,30.3,100,-26.84,152.58,146
73021,KOORAWATHA (BOOROWA STREET),NSW,2218.7,1753.6,96.0,100,-34.04,148.55,341
88067,YEA,VIC,2020.9,1940.1,69.7,100,-37.22,145.43,196
92045,LARAPUNA (EDDYSTONE POINT),TAS,1916.4,2288.4,13.1,100,-40.99,148.35,20
90010,BRANXHOLME (BASSETT),VIC,1900.6,1920.6,51.5,100,-37.86,141.77,112
89011,DUNKELD,VIC,1884.2,2120.6,14.1,100,-37.66,142.34,250
35070,TAROOM POST OFFICE,QLD,1709.6,1979.5,23.2,100,-25.64,149.80,199
37000,ALNI,QLD,1501.4,1163.2,82.8,100,-22.15,142.49,200
77040,SEA LAKE (MARSTON DOWNS),VIC,1154.8,966.1,83.8,100,-35.53,142.73,80
8061,HYDE PARK,WA,835.0,1065.5,5.0,100,-30.28,116.63,340
16056,YUDNAPINNA,SA,645.1,652.3,51.5,100,-32.12,137.15,128
40197,MT TAMBORINE FERN ST,QLD,5685.7,4740.4,87.8,99,-27.97,153.20,515
68000,ALBION PARK POST OFFICE,NSW,4094.4,3356.1,81.6,99,-34.57,150.78,8
61024,GRESFORD POST OFFICE,NSW,3540.6,2705.3,94.9,99,-32.43,151.54,85
56034,URALLA (DUMARESQ ST),NSW,2537.8,2413.2,73.5,99,-30.64,151.49,1012
23731,CUDLEE CREEK (MILLBROOK RESERVOIR),SA,2188.8,2553.3,6.1,99,-34.83,138.82,315
30127,WOODBINE STATION,QLD,2129.8,1463.5,94.9,99,-20.99,144.64,420
82039,RUTHERGLEN RESEARCH,VIC,2098.2,1779.2,88.8,99,-36.10,146.51,175
62009,CASSILIS (DALKEITH),NSW,1943.0,1886.3,60.2,99,-32.00,149.99,420
94030,HOBART BOTANICAL GARDENS,TAS,1554.2,1772.0,19.4,99,-42.87,147.33,27
90005,BEEAC (POST OFFICE),VIC,1494.6,1830.8,4.1,99,-38.20,143.64,120
77025,LAKE BOGA,VIC,1369.3,1003.9,93.9,99,-35.46,143.63,71
18171,MOUNT HOPE (FAIRVIEW),SA,1111.1,1259.6,22.4,99,-34.14,135.33,60
18023,CUMMINS,SA,1086.6,1267.5,9.2,99,-34.26,135.73,65
19061,CRADOCK (YEDNALUE),SA,955.0,870.8,72.5,99,-32.05,138.64,540
22022,PORT CLINTON (YARAROO),SA,951.1,1146.2,11.2,99,-34.14,138.01,118
24531,SEDAN,SA,944.6,919.2,61.2,99,-34.57,139.30,95
25006,KAROONDA,SA,868.3,1010.6,15.3,99,-35.09,139.90,72
10665,KUKERIN,WA,837.5,1180.6,2.0,99,-33.19,118.08,315
18086,TUMBY BAY,SA,805.1,1015.9,7.1,99,-34.38,136.10,2
12092,YUINMERY,WA,602.8,731.2,20.4,99,-28.56,119.02,500
6052,WILLIAMBURY,WA,388.4,637.6,10.2,99,-23.86,115.15,190
55066,WALLABADAH (WOODTON),NSW,2920.6,2281.8,93.8,98,-31.62,150.84,640
56006,BUNDARRA POST OFFICE,NSW,2559.2,2310.7,74.2,98,-30.17,151.08,654
91001,BEACONSFIELD (MINE & HERITAGE CENTRE),TAS,2438.5,2815.5,13.4,98,-41.20,146.81,43
9513,BRUNSWICK JUNCTION,WA,2367.9,2957.4,6.2,98,-33.21,115.85,30
43015,INJUNE POST OFFICE,QLD,2299.8,1901.4,88.7,98,-25.84,148.57,390
9033,NEW NORCIA,WA,1220.4,1586.5,1.0,98,-30.97,116.22,220
10641,MAYBROOK,WA,1179.8,1434.1,8.3,98,-33.38,116.91,260
18040,KIMBA,SA,847.5,1042.4,10.3,98,-33.14,136.41,280
24504,BOWER,SA,778.8,759.8,55.7,98,-34.12,139.36,115
47016,LAKE VICTORIA STORAGE,NSW,722.2,778.9,36.1,98,-34.04,141.27,26
58027,HARWOOD ISLAND (HARWOOD SUGAR MILL),NSW,4049.6,3986.0,63.5,97,-29.42,153.25,2
40104,KALBAR STATE SCHOOL,QLD,2810.5,2605.7,70.8,97,-27.94,152.62,100
56013,GLEN INNES AG RESEARCH STN,NSW,2468.6,2531.9,43.8,97,-29.70,151.69,1060
86119,VENTNOR (OAKLANDS),VIC,2098.8,2337.8,13.5,97,-38.48,145.18,45
55014,CURLEWIS POST OFFICE,NSW,2012.2,1736.0,80.2,97,-31.12,150.27,273
82021,INDIGO,VIC,1951.7,1864.0,64.6,97,-36.10,146.60,200
86096,PRESTON RESERVOIR,VIC,1803.0,2001.0,22.9,97,-37.72,145.01,94
43052,WARKON,QLD,1793.6,1602.3,78.1,97,-27.00,149.50,250
35182,KINNOUL,QLD,1581.4,1885.4,14.6,97,-25.68,149.63,200
90167,WINCHELSEA (POST OFFICE),VIC,1421.4,1657.2,10.4,97,-38.24,143.99,85
80002,BOORT,VIC,1385.4,1214.2,80.2,97,-36.12,143.72,103
75054,CONARGO (PUCKAWIDGEE),NSW,1351.0,1108.6,88.5,97,-35.28,145.21,97
25506,GERANIUM,SA,1078.1,1188.7,22.9,97,-35.38,140.16,72
8157,CANNA,WA,913.6,1040.0,24.0,97,-28.90,115.86,340
10126,TRAYNING,WA,835.6,966.6,13.5,97,-31.12,117.79,290
68024,DARKES FOREST (KINTYRE),NSW,4726.0,4338.9,70.5,96,-34.23,150.91,370
40089,GOOMBOORIAN,QLD,3708.0,3687.3,60.0,96,-26.06,152.79,94
200283,WILLIS ISLAND,QLD,3035.1,3300.8,35.8,96,-16.29,149.97,9
73022,COOTAMUNDRA (LANDGROVE),NSW,2077.0,1998.2,61.0,96,-34.65,148.16,460
70107,DELEGATE STATION,NSW,1960.8,2008.8,36.8,96,-37.05,148.93,765
90045,HAWKESDALE (POST OFFICE),VIC,1916.6,2127.8,21.1,96,-38.11,142.32,129
29034,MCKINLAY ROADHOUSE,QLD,1869.8,1215.3,95.8,96,-21.27,141.29,164
18107,PORT LINCOLN (WOOLGA),SA,1813.4,1826.8,41.0,96,-34.59,135.76,228
79011,EDENHOPE (POST OFFICE),VIC,1677.4,1770.2,27.4,96,-37.04,141.30,162
81034,MOOROOPNA,VIC,1630.8,1505.1,76.8,96,-36.40,145.34,108
21033,MINTARO,SA,1522.2,1801.0,11.6,96,-33.91,138.72,418
44075,WOODLANDS,QLD,1474.4,1450.1,50.5,96,-27.27,148.08,283
74050,GRONG GRONG (JUNEE ST),NSW,1415.5,1389.3,57.9,96,-34.74,146.78,165
80036,MINCHA,VIC,1331.8,1101.8,85.3,96,-35.97,144.11,85
25514,TINTINARA,SA,1121.2,1398.6,1.1,96,-35.88,140.06,18
19025,MORCHARD (THE ROCKS),SA,1000.2,1084.7,29.5,96,-32.77,138.51,510
24528,ROBERTSTOWN,SA,957.2,1008.9,40.0,96,-33.99,139.08,341
22013,PORT VICTORIA,SA,925.6,1139.8,5.3,96,-34.49,137.48,15
32042,TULLY SUGAR MILL,QLD,14458.2,12313.0,86.2,95,-17.94,145.93,19
40550,NUMINBAH,QLD,7977.6,7250.0,74.5,95,-28.25,153.24,355
84014,DELLICKNORA (TELLICURA),VIC,2202.6,2203.7,53.2,95,-37.11,148.69,591
73043,WALLENDBEEN (CORANG),NSW,1958.6,2069.6,36.2,95,-34.49,148.13,500
41128,WONDALLI,QLD,1753.6,1786.5,43.6,95,-28.50,150.59,230
37046,ELDERSLIE,QLD,1568.4,1125.1,89.4,95,-22.29,142.47,170
81041,RAYWOOD,VIC,1532.0,1324.4,83.0,95,-36.53,144.21,127
10150,GRASS VALLEY,WA,1149.7,1187.8,47.9,95,-31.64,116.80,200
10118,BREAKELL,WA,967.7,966.7,51.1,95,-31.99,118.03,260
24003,RENMARK IRRIGATION,SA,798.4,755.9,67.0,95,-34.17,140.75,22
12239,BULGA DOWNS,WA,600.0,695.4,27.7,95,-28.50,119.74,439
29047,UNDILLA STATION,QLD,2603.0,1344.2,98.9,94,-19.62,138.64,250
39068,MOUNT LARCOM POST OFFICE,QLD,2506.8,2676.3,39.8,94,-23.81,150.98,59
39049,GRACEMERE - LUCAS ST,QLD,2504.0,2446.4,62.4,94,-23.46,150.46,31
56001,SAPPHIRE (ARGYLE),NSW,2429.0,2286.6,66.7,94,-29.72,151.36,795
90070,PORTLAND,VIC,2010.5,2513.5,1.1,94,-38.38,141.61,55
89018,LISMORE (POST OFFICE),VIC,1732.9,1896.1,18.3,94,-37.95,143.34,178
23741,NORMANVILLE,SA,1567.8,1584.6,48.4,94,-35.45,138.32,15
85033,GIFFARD,VIC,1559.2,1688.5,23.7,94,-38.42,147.09,15
95012,OUSE (MILLBROOK),TAS,1465.6,1623.9,17.2,94,-42.48,146.71,92
77016,BOORT (GREDGWIN),VIC,1354.6,1127.4,88.2,94,-35.97,143.61,132
25518,WIRREGA (TAUNTON),SA,1310.6,1489.6,16.1,94,-36.18,140.57,64
9557,HOPETOUN,WA,1245.8,1506.3,9.7,94,-33.93,120.09,15
47033,POONCARIE (TARCOOLA),NSW,1033.7,793.0,88.2,94,-33.43,142.57,48
10619,NYABING,WA,959.0,1183.7,6.5,94,-33.54,118.15,330
10565,HOLT ROCK,WA,893.0,985.1,29.0,94,-32.67,119.41,320
18094,WIRRULLA,SA,782.4,909.6,15.1,94,-32.40,134.53,79
65020,MANILDRA (GEORGE ST),NSW,2149.2,1834.9,83.7,93,-33.18,148.69,438
89034,WILLAURA (MAIN STREET),VIC,1468.0,1645.1,12.0,93,-37.55,142.74,250
18099,YEELANNA,SA,1180.0,1223.9,33.7,93,-34.13,135.73,95
10628,QUAIRADING,WA,995.4,1105.6,23.9,93,-32.01,117.40,250
10095,MILLSTON,WA,901.2,1019.8,22.8,93,-31.59,118.23,300
8037,COOROW,WA,860.6,1157.7,3.3,93,-29.88,116.02,267
31004,BABINDA POST OFFICE,QLD,16061.0,12908.1,94.5,92,-17.34,145.92,14
29038,KOWANYAMA AIRPORT,QLD,5450.6,3846.1,100.0,92,-15.48,141.75,10
57014,GLEN ELGIN (GLENBROOK),NSW,3084.8,2953.4,59.3,92,-29.56,152.14,895
9573,MANJIMUP,WA,2600.4,2983.0,11.0,92,-34.25,116.15,287
40020,BLACKBUTT POST OFFICE,QLD,2402.8,2611.3,35.2,92,-26.89,152.10,445
33082,STRATHMORE,QLD,2388.0,2138.2,68.1,92,-20.50,147.63,200
79031,MOONAMBEL,VIC,1588.2,1810.9,19.8,92,-36.99,143.27,335
88056,TALBOT (POST OFFICE),VIC,1565.2,1640.6,36.3,92,-37.17,143.69,268
89016,LAKE BOLAC (POST OFFICE),VIC,1443.9,1617.2,20.9,92,-37.71,142.84,220
94055,RICHMOND (BROOKBANK),TAS,1425.3,1585.0,19.8,92,-42.76,147.40,40
23725,KEYNETON,SA,1350.8,1584.0,9.9,92,-34.56,139.13,379
81046,STANHOPE,VIC,1322.0,1363.5,46.1,92,-36.44,144.98,108
25013,PARILLA,SA,1042.7,1051.4,48.4,92,-35.30,140.67,100
10143,YGNATTERING,WA,892.6,987.8,19.8,92,-31.42,117.27,295
58040,MULLUMBIMBY (FAIRVIEW FARM),NSW,6500.0,5396.8,88.9,91,-28.55,153.49,15
60021,KRAMBACH (FIREFLY RD),NSW,4044.0,3418.7,84.4,91,-32.06,152.26,65
40485,WILSONS PEAK,QLD,3949.4,3672.4,63.3,91,-28.25,152.52,637
66037,SYDNEY AIRPORT AMO,NSW,3916.2,3286.3,81.1,91,-33.95,151.17,6
56023,OLD KOREELAH (MCPHERSON),NSW,3036.6,2669.6,81.1,91,-28.39,152.42,420
94039,LUNAWANNA,TAS,2482.6,2558.5,43.3,91,-43.36,147.24,27
55065,BREEZA (THE PARK),NSW,2288.1,1944.0,83.3,91,-31.17,150.54,302
41052,JINGI JINGI,QLD,2046.2,1925.8,66.7,91,-26.69,151.10,365
84025,NICHOLSON (YENDALOCK),VIC,1974.1,2011.9,44.4,91,-37.85,147.77,11
87042,MEREDITH,VIC,1909.8,2094.9,20.0,91,-37.83,144.06,355
79002,BARKLY,VIC,1464.2,1643.4,22.2,91,-36.95,143.20,275
77048,ULTIMA (POST OFFICE),VIC,1190.3,1035.3,81.1,91,-35.47,143.27,79
8002,BALLIDU,WA,845.4,1004.8,4.4,91,-30.60,116.77,300
88061,WOODEND,VIC,2463.9,2459.4,51.7,90,-37.36,144.54,560
41371,MELVA,QLD,2255.2,2129.8,69.7,90,-28.46,151.68,699
82041,SPRINGHURST,VIC,2107.7,1824.4,80.9,90,-36.19,146.47,190
9007,CHIDLOW,WA,1933.8,2652.0,0.0,90,-31.86,116.27,300
87061,SUNBURY (SALESIAN COLLEGE ),VIC,1489.8,1783.9,12.4,90,-37.57,144.74,210
75069,BOOLIGAL (ULONGA),NSW,1306.5,982.0,89.9,90,-34.10,144.65,84
10635,RIVERDALE,WA,1268.9,1503.4,5.6,90,-33.79,116.91,260
5012,MILLSTREAM,WA,982.8,1087.1,34.8,90,-21.59,117.07,300
18044,KYANCUTTA,SA,804.8,934.7,16.9,90,-33.13,135.55,59
91011,CAPE GRIM (WOOLNORTH),TAS,2476.3,2832.9,8.0,89,-40.68,144.72,15
73023,KANGIARA (LAVERSTOCK),NSW,2374.1,2121.8,77.3,89,-34.61,148.79,560
40246,WARRAGAI,QLD,2178.5,2092.9,59.1,89,-26.55,151.42,444
73037,TEMORA AMBULANCE STATION,NSW,1826.0,1622.3,72.7,89,-34.44,147.53,285
90147,COLAC (SHIRE OFFICE),VIC,1658.6,2213.0,0.0,89,-38.34,143.58,134
35081,WOLEEBEE NEVASA,QLD,1513.0,1845.7,15.9,89,-26.29,149.83,273
77034,QUAMBATOOK SOUTH,VIC,1322.6,1082.5,87.5,89,-35.93,143.50,95
18046,LOCK,SA,1027.1,1168.7,15.9,89,-33.57,135.76,147
8052,GLENEVA,WA,921.9,1044.3,27.3,89,-28.17,114.76,260
10140,WYALKATCHEM,WA,814.7,989.9,11.4,89,-31.18,117.38,320
10060,GRABALL,WA,808.3,974.4,12.5,89,-31.99,118.51,330
18106,NULLARBOR,SA,725.4,754.5,44.3,89,-31.45,130.90,64
40042,CANUNGRA FINCH ROAD,QLD,4011.0,3536.6,77.0,88,-28.01,153.17,100
83010,EUROBIN,VIC,3313.4,3461.3,41.4,88,-36.63,146.86,266
54021,BARRABA (MOUNT LINDSAY),NSW,3030.4,2924.4,62.1,88,-30.32,150.27,869
9527,DARDANUP EAST,WA,2255.1,2703.7,10.3,88,-33.40,115.78,40
90004,BARWON DOWNS,VIC,2154.4,2301.9,37.9,88,-38.47,143.75,151
44056,MUNGALLALA,QLD,1917.9,1581.6,85.1,88,-26.45,147.55,426
64015,MENDOORAN POST OFFICE,NSW,1856.5,1735.4,72.4,88,-31.82,149.12,350
12077,I DUNNO,WA,1000.0,957.5,66.7,88,-32.86,121.71,270
12064,NOONGAAR,WA,853.8,960.1,28.7,88,-31.33,118.97,440
10082,KUNUNOPPIN,WA,781.6,914.9,12.6,88,-31.11,117.92,290
98000,CITY OF MELBOURNE BAY,TAS,2682.8,3127.8,3.5,87,-40.01,144.11,18
64025,COOLAH (BINNIA ST),NSW,2112.6,1929.2,74.4,87,-31.82,149.72,495
39048,GOOVIGEN,QLD,2048.4,2077.6,48.8,87,-24.15,150.29,137
10564,HILLCROFT,WA,1368.0,1371.8,50.0,87,-32.35,116.86,265
18089,WADDIKEE,SA,913.3,1013.9,29.1,87,-33.32,136.25,175
8013,BOWGADA,WA,907.3,993.2,25.6,87,-29.33,116.14,300
5006,KOOLINE,WA,583.9,763.3,16.3,87,-22.91,116.29,160
69022,NAROOMA (MARINE RESCUE),NSW,2901.5,2764.1,64.7,86,-36.21,150.14,25
55164,WEABONGA (STONELEIGH),NSW,2628.0,2463.3,62.4,86,-31.18,151.30,690
53026,NARRABRI (MOLLEE),NSW,2199.0,1786.0,85.9,86,-30.26,149.68,209
86020,CHELTENHAM KINGSTON CENTRE,VIC,1451.9,2247.6,0.0,86,-37.96,145.08,39
10531,CHERRY TREE,WA,1181.5,1367.5,9.4,86,-33.70,117.27,295
22008,MAITLAND,SA,1133.4,1508.5,0.0,86,-34.37,137.67,185
8060,SOUTH HOLMWOOD,WA,1005.0,1039.1,45.9,86,-29.04,115.55,240
10518,BOORALEE,WA,957.9,938.0,50.6,86,-32.40,118.61,300
24510,TAILEM BEND (WOODLANDS),SA,921.4,1085.0,15.3,86,-35.11,139.52,75
25014,PARUNA,SA,888.6,850.4,62.4,86,-34.72,140.74,55
18034,IRON KNOB,SA,708.1,668.5,67.1,86,-32.73,137.15,158
33041,LETHEBROOK,QLD,6098.3,4892.4,89.3,85,-20.54,148.66,10
58006,BRUSHGROVE (CLARENCE ST),NSW,3762.4,3085.6,83.3,85,-29.57,153.08,8
2009,GIBB RIVER,WA,3395.0,2403.2,95.2,85,-16.42,126.44,488
35205,WOORARRA,QLD,1992.2,1781.0,69.0,85,-24.02,147.92,288
8050,GERALDTON TOWN,WA,1082.5,1345.6,9.5,85,-28.78,114.61,3
76000,ANNUELLO,VIC,1012.6,938.7,67.9,85,-34.85,142.78,52
10009,BOLGART,WA,968.5,1361.5,0.0,85,-31.27,116.51,240
47046,WENTWORTH (WOODLANDS),NSW,878.0,699.9,84.5,85,-33.26,141.80,46
10044,BUNGULLA,WA,827.0,933.0,17.9,85,-31.62,117.54,260
10040,DOODLAKINE,WA,798.4,929.2,19.1,85,-31.61,117.88,251
73100,BUMBALDRY (BUSHVIEW),NSW,2296.6,2106.2,69.9,84,-33.91,148.44,465
94001,APSLEY (PARKI),TAS,1458.6,1690.8,12.1,84,-42.42,147.13,272
10568,HYDEN,WA,1065.1,1034.7,57.8,84,-32.44,118.90,299
25004,GALGA,SA,787.4,836.3,31.3,84,-34.69,139.96,70
8087,MINDALLA,WA,767.9,1072.6,0.0,84,-30.42,116.46,300
18012,CEDUNA AMO,SA,665.6,879.7,1.2,84,-32.13,133.70,15
40169,PEACHESTER,QLD,4793.4,5207.3,36.6,83,-26.84,152.88,175
83032,WHITLANDS (BURDER\'S LANE),VIC,4508.1,4215.5,74.4,83,-36.85,146.32,816
3003,BROOME AIRPORT,WA,2290.0,1895.5,80.5,83,-17.95,122.24,7
39089,THANGOOL AIRPORT,QLD,1909.8,2012.6,33.5,83,-24.49,150.57,193
18137,PORT LINCOLN (WESTMERE),SA,1602.8,1743.1,18.3,83,-34.83,135.70,90
10520,BOSCABEL,WA,1152.3,1533.1,0.0,83,-33.66,117.05,260
8254,KONDUT,WA,825.8,1006.5,3.7,83,-30.71,116.77,280
14015,DARWIN AIRPORT,NT,5778.0,5185.8,82.7,82,-12.42,130.89,30
40135,MOOGERAH DAM,QLD,3321.5,2874.2,84.0,82,-28.03,152.55,183
39009,BOONA-CHOPPA,QLD,2795.6,3213.1,19.8,82,-24.84,152.24,44
61056,POKOLBIN (BEN EAN),NSW,2515.0,2297.4,75.3,82,-32.80,151.28,140
23734,MOUNT BOLD RESERVOIR,SA,2288.6,2312.1,43.2,82,-35.12,138.68,251
39129,MALAKOFF,QLD,2196.6,2262.2,48.1,82,-24.62,151.11,340
42002,BELAH PARK,QLD,1878.8,1775.8,61.7,82,-27.21,150.28,292
9587,NEWBICUP,WA,1533.2,1807.9,3.7,82,-34.00,116.43,240
21075,CLARE (CALCANNIA),SA,1338.6,1601.1,7.4,82,-33.75,138.61,370
49055,OXLEY (WALMER DOWNS),NSW,1182.0,963.5,88.9,82,-34.20,143.79,68
24509,DUTTON - SECTION 228,SA,1051.6,1333.5,8.6,82,-34.35,139.13,395
10560,GRAHAM ROCK,WA,967.0,1028.5,33.3,82,-32.54,119.11,320
10584,KULIN,WA,942.2,1073.9,16.1,82,-32.67,118.15,310
8113,RIVERSIDE,WA,876.9,902.5,39.5,82,-27.83,114.74,200
14401,WARRUWI AIRPORT,NT,4084.8,3432.9,86.3,81,-11.65,133.38,19
23761,PARAWA (SHARON),SA,2476.4,2809.8,5.0,81,-35.56,138.34,367
35109,BOOROONDARRA,QLD,2372.4,1912.7,92.5,81,-22.82,148.49,200
35117,LA PALMA,QLD,1909.0,1831.1,58.8,81,-25.39,149.78,240
94064,WATTLE HILL,TAS,1884.8,1973.8,43.8,81,-42.76,147.62,104
74081,MULWALA POST OFFICE,NSW,1641.5,1472.6,81.3,81,-35.99,146.01,127
75081,WANGANELLA (BUNDYULUMBLAH),NSW,1294.7,1026.0,90.0,81,-35.04,144.46,79
5023,ROY HILL,WA,1058.0,767.8,92.5,81,-22.62,119.96,410
10104,NANYANINE,WA,912.4,986.9,30.0,81,-31.40,117.72,360
12027,EDJUDINA,WA,906.3,640.7,92.5,81,-29.81,122.35,460
12071,SALMON GUMS RES.STN.,WA,882.6,1052.8,12.5,81,-32.99,121.62,249
12038,KALGOORLIE-BOULDER AIRPORT,WA,801.4,792.9,52.5,81,-30.78,121.45,365
17099,ARKAROOLA,SA,527.2,744.3,31.3,81,-30.31,139.34,318
85028,FISH CREEK,VIC,3060.4,3110.5,43.0,80,-38.72,146.06,70
61095,ROUCHEL BROOK (ALBANO),NSW,2857.3,2403.3,84.8,80,-32.19,151.09,305
23723,INMAN VALLEY,SA,2182.2,2245.7,34.2,80,-35.49,138.47,91
73017,GREENETHORPE (IANDRA),NSW,2003.1,1817.6,79.8,80,-34.08,148.37,440
39054,JAMBIN POST OFFICE,QLD,1910.1,2072.3,36.7,80,-24.20,150.37,142
50035,TOTTENHAM (UMANG ST),NSW,1813.1,1459.0,86.1,80,-32.24,147.36,236
85072,EAST SALE,VIC,1753.4,1781.8,43.0,80,-38.12,147.13,5
88032,JOYCES CREEK,VIC,1589.4,1531.5,67.1,80,-37.09,144.00,215
74118,WHITTON (CONAPAIRA ST),NSW,1410.8,1195.5,86.1,80,-34.51,146.18,132
10145,YORKRAKINE,WA,843.7,948.7,19.0,80,-31.38,117.59,300
32040,TOWNSVILLE AERO,QLD,5502.8,3400.6,98.7,79,-19.25,146.77,4
9538,DWELLINGUP,WA,2606.6,3659.8,0.0,79,-32.71,116.06,267
9039,SERPENTINE,WA,2066.8,2808.3,0.0,79,-32.35,116.01,120
9021,PERTH AIRPORT,WA,1954.6,2258.1,7.7,79,-31.93,115.98,15
35063,SOMERBY,QLD,1886.6,1835.8,65.4,79,-24.21,148.74,215
92020,LEWIS HILL (ST PAULS RIVER),TAS,1796.0,1882.1,50.0,79,-41.82,147.96,229
87031,LAVERTON RAAF,VIC,1518.0,1608.8,39.7,79,-37.86,144.76,20
23000,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),SA,1431.2,1577.3,24.4,79,-34.93,138.58,29
76012,MANANGATANG (EUREKA EAST),VIC,1058.4,968.2,70.5,79,-35.17,143.00,60
10076,KONNONGORRING,WA,904.7,1083.6,10.3,79,-31.06,116.73,240
55053,TAMBAR SPRINGS POST OFFICE,NSW,2250.3,2150.9,61.0,78,-31.35,149.83,457
64010,ELONG ELONG (BENDEELA ST),NSW,2102.0,1864.7,76.6,78,-32.11,149.04,335
26021,MOUNT GAMBIER AERO,SA,2081.4,2140.3,36.4,78,-37.75,140.77,63
80056,TONGALA,VIC,1563.4,1349.3,81.8,78,-36.25,144.96,104
8072,LATHAM,WA,974.5,918.3,67.5,78,-29.76,116.44,290
4032,PORT HEDLAND AIRPORT,WA,719.4,948.7,18.2,78,-20.37,118.63,6
31011,CAIRNS AERO,QLD,7445.8,6035.6,94.7,77,-16.87,145.75,2
82018,UPLANDS (GIBBO RIVER PARK),VIC,2966.0,3283.3,27.6,77,-36.77,147.70,610
86063,LANG LANG,VIC,2091.1,2586.3,1.3,77,-38.26,145.56,16
44068,TOMOO,QLD,1856.7,1468.0,81.6,77,-27.09,147.37,287
72150,WAGGA WAGGA AMO,NSW,1851.2,1721.3,67.1,77,-35.16,147.46,212
36172,GUE,QLD,1465.8,1267.3,71.0,77,-21.97,144.33,250
18036,KARCULTABY,SA,779.3,933.2,18.4,77,-32.74,134.97,134
96046,MIENA DAM,TAS,2232.4,2535.2,13.3,76,-41.98,146.72,1052
33013,COLLINSVILLE POST OFFICE,QLD,2135.8,2089.7,62.7,76,-20.55,147.85,196
44045,KENILWORTH,QLD,1603.1,1374.0,81.3,76,-27.41,147.43,240
10527,BULYEE,WA,1068.0,1149.6,33.3,76,-32.37,117.52,264
10102,MUKINBUDIN,WA,712.4,852.1,13.3,76,-30.92,118.21,309
39059,LADY ELLIOT ISLAND,QLD,3073.6,3369.5,29.7,75,-24.11,152.72,4
69049,NERRIGA COMPOSITE,NSW,2304.0,2273.5,64.9,75,-35.12,150.08,630
94071,EAGLEHAWK NECK (JETTY ROAD),TAS,2228.4,2647.3,5.4,75,-43.02,147.91,12
44021,CHARLEVILLE AERO,QLD,2004.2,1464.7,89.2,75,-26.41,146.26,302
76044,NYAH,VIC,1238.9,1005.9,87.8,75,-35.18,143.37,80
76103,BRONZEWING,VIC,1110.8,958.3,85.1,75,-35.19,142.37,50
15590,ALICE SPRINGS AIRPORT,NT,1053.4,868.3,78.4,75,-23.80,133.89,546
10070,KALANNIE,WA,864.0,951.3,24.3,75,-30.37,117.11,340
8139,WUBIN,WA,839.9,950.9,23.0,75,-30.11,116.63,330
10010,BONNIE DOON,WA,608.5,869.1,0.0,75,-30.94,117.96,310
40177,PROSTON POST OFFICE,QLD,2606.1,2174.9,89.0,74,-26.16,151.60,368
8079,MANARRA,WA,1045.5,1169.9,24.7,74,-29.07,115.63,260
10617,NEWDEGATE,WA,977.1,1084.4,23.3,74,-33.09,119.02,300
7045,MEEKATHARRA AIRPORT,WA,713.4,704.9,57.5,74,-26.61,118.54,517
16001,WOOMERA AERODROME,SA,578.4,549.5,61.6,74,-31.16,136.81,167
6011,CARNARVON AIRPORT,WA,444.0,671.4,11.0,74,-24.89,113.67,4
82043,STRATHBOGIE NORTH,VIC,3292.6,3300.8,48.6,73,-36.79,145.82,557
