Series Name,Series Code,Country Name,Country Code,Year,Value
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Croatia,HRV,2020,40.5757415174714
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Cuba,CUB,2020,918.3209876543209
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Curacao,CUW,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Cyprus,CYP,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Czechia,CZE,2020,475.46085751927586
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Denmark,DNK,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Djibouti,DJI,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Dominica,DMA,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Dominican Republic,DOM,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Ecuador,ECU,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Egypt, Arab Rep.",EGY,2020,45.6561328334226
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,El Salvador,SLV,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Equatorial Guinea,GNQ,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Eritrea,ERI,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Estonia,EST,2020,24917.417986211076
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Eswatini,SWZ,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Ethiopia,ETH,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Faroe Islands,FRO,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Fiji,FJI,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Finland,FIN,2020,49.84505862827084
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,France,FRA,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,French Polynesia,PYF,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Gabon,GAB,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Gambia, The",GMB,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Georgia,GEO,2020,37.38498015904572
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Germany,DEU,2020,47.41760947700017
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Ghana,GHA,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Gibraltar,GIB,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Greece,GRC,2020,254.8232421049947
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Greenland,GRL,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Grenada,GRD,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Guam,GUM,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Guatemala,GTM,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Guinea,GIN,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Guinea-Bissau,GNB,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Guyana,GUY,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Haiti,HTI,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Honduras,HND,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Hong Kong SAR, China",HKG,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Hungary,HUN,2020,77.41342736128158
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Iceland,ISL,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,India,IND,2020,176.04224719587484
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Indonesia,IDN,2020,121.8631388362199
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Iran, Islamic Rep.",IRN,2020,58.69346227460461
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Iraq,IRQ,2020,216.35957696827265
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Ireland,IRL,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Isle of Man,IMN,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Israel,ISR,2020,2.566481854016998
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Italy,ITA,2020,98.28179891598744
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Jamaica,JAM,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Japan,JPN,2020,124.34547675970416
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Jordan,JOR,2020,0.8189618793079195
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Kazakhstan,KAZ,2020,52.33381828808854
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Kenya,KEN,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Kiribati,KIR,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Korea, Dem. People's Rep.",PRK,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Korea, Rep.",KOR,2020,51.86451172823814
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Kosovo,XKX,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Kuwait,KWT,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Kyrgyz Republic,KGZ,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Lao PDR,LAO,2020,24.07086711908101
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Latvia,LVA,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Lebanon,LBN,2020,62.69178082191781
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Lesotho,LSO,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Liberia,LBR,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Libya,LBY,2020,211.94000000000003
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Liechtenstein,LIE,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Lithuania,LTU,2020,26.581588881042002
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Luxembourg,LUX,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Macao SAR, China",MAC,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Madagascar,MDG,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Malawi,MWI,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Malaysia,MYS,2020,146.69537533512064
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Maldives,MDV,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Mali,MLI,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Malta,MLT,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Marshall Islands,MHL,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Mauritania,MRT,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Mauritius,MUS,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Mexico,MEX,2020,227.66575101637181
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Micronesia, Fed. Sts.",FSM,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Moldova,MDA,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Monaco,MCO,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Mongolia,MNG,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Montenegro,MNE,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Morocco,MAR,2020,6.082073647513797
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Mozambique,MOZ,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Myanmar,MMR,2020,819.2758644071976
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Namibia,NAM,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Nauru,NRU,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Nepal,NPL,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Netherlands,NLD,2020,16.872040791550322
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,New Caledonia,NCL,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,New Zealand,NZL,2020,318.80231335436383
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Nicaragua,NIC,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Niger,NER,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Nigeria,NGA,2020,114.84053568963137
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,North Macedonia,MKD,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Northern Mariana Islands,MNP,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Norway,NOR,2020,16.921334947655293
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Oman,OMN,2020,2.235571368323603
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Pakistan,PAK,2020,121.14593428686906
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Palau,PLW,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Panama,PAN,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Papua New Guinea,PNG,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Paraguay,PRY,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Peru,PER,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Philippines,PHL,2020,658.239436810691
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Poland,POL,2020,58.947890950833916
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Portugal,PRT,2020,149.5544715689501
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Puerto Rico (US),PRI,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Qatar,QAT,2020,0.19701999536786843
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Romania,ROU,2020,57.39381827292214
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Russian Federation,RUS,2020,12.367301802651594
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Rwanda,RWA,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Samoa,WSM,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,San Marino,SMR,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Sao Tome and Principe,STP,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Saudi Arabia,SAU,2020,9.125483410643477
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Senegal,SEN,2020,293.100698773522
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Serbia,SRB,2020,280.4896435916263
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Seychelles,SYC,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Sierra Leone,SLE,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Singapore,SGP,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Sint Maarten (Dutch part),SXM,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Slovak Republic,SVK,2020,52.38164133000149
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Slovenia,SVN,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Solomon Islands,SLB,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Somalia, Fed. Rep.",SOM,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,South Africa,ZAF,2020,338.43327348892876
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,South Sudan,SSD,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Spain,ESP,2020,132.80938961751767
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Sri Lanka,LKA,2020,2838.0987175601676
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,St. Kitts and Nevis,KNA,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,St. Lucia,LCA,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,St. Martin (French part),MAF,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,St. Vincent and the Grenadines,VCT,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Sudan,SDN,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Suriname,SUR,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Sweden,SWE,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Switzerland,CHE,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Syrian Arab Republic,SYR,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Tajikistan,TJK,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Tanzania,TZA,2020,3494.6891708623775
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Thailand,THA,2020,192.64333132014676
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Timor-Leste,TLS,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Togo,TGO,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Tonga,TON,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Trinidad and Tobago,TTO,2020,0.40456589818275007
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Tunisia,TUN,2020,25.13789017288922
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Turkiye,TUR,2020,125.05846736772037
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Turkmenistan,TKM,2020,62.58620689655172
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Turks and Caicos Islands,TCA,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Tuvalu,TUV,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Uganda,UGA,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Ukraine,UKR,2020,253.0506916453384
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,United Arab Emirates,ARE,2020,1.848236100990184
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,United Kingdom,GBR,2020,341.8342324668955
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,United States,USA,2020,106.61257192387717
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Uruguay,URY,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Uzbekistan,UZB,2020,91.39787951390917
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Vanuatu,VUT,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Venezuela, RB",VEN,2020,67.27612655800576
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Viet Nam,VNM,2020,179.75170275340517
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Virgin Islands (U.S.),VIR,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,West Bank and Gaza,PSE,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Yemen, Rep.",YEM,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Zambia,ZMB,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Zimbabwe,ZWE,2020,166.4274028629857
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Africa Eastern and Southern,AFE,2020,930.1770294962151
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Africa Western and Central,AFW,2020,250.471824761126
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Arab World,ARB,2020,14.211460941020949
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Caribbean small states,CSS,2020,10.265923636739622
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Central Europe and the Baltics,CEB,2020,63.296894393933194
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Early-demographic dividend,EAR,2020,125.76864985627638
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,East Asia & Pacific,EAS,2020,114.624244675162
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,East Asia & Pacific (excluding high income),EAP,2020,110.02905006821067
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,2020,109.95023576611594
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Euro area,EMU,2020,92.05164644163088
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Europe & Central Asia,ECS,2020,49.934611944271936
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Europe & Central Asia (excluding high income),ECA,2020,62.3028444767512
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,2020,34.291782645923234
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,European Union,EUU,2020,87.92928294230427
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Fragile and conflict affected situations,FCS,2020,277.38024320533594
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Heavily indebted poor countries (HIPC),HPC,2020,7575.750922251887
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,High income,HIC,2020,53.83821080753708
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,IBRD only,IBD,2020,99.77821966305272
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,IDA & IBRD total,IBT,2020,105.58732009610674
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,IDA blend,IDB,2020,127.77295096628085
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,IDA only,IDX,2020,1238.4101512090701
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,IDA total,IDA,2020,230.69166918535313
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Late-demographic dividend,LTE,2020,86.31796668732005
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Latin America & Caribbean,LCN,2020,458.8244693258223
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Latin America & Caribbean (excluding high income),LAC,2020,639.13831490858
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,2020,458.2268482703084
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Least developed countries: UN classification,LDC,2020,1077.2996690697596
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Low & middle income,LMY,2020,128.32112823969692
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Low income,LIC,2020,7254.798959704205
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Lower middle income,LMC,2020,130.34522781863652
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Middle East, North Africa, Afghanistan & Pakistan",MEA,2020,27.701589765103577
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2020,43.00635357733743
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2020,42.928947381251945
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Middle income,MIC,2020,127.32983523398539
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,North America,NAC,2020,69.6167521322161
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Not classified,INX,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,OECD members,OED,2020,84.7551821642755
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Other small states,OSS,2020,49822.53201000075
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Pacific island small states,PSS,2020,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Post-demographic dividend,PST,2020,75.70061645680045
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Pre-demographic dividend,PRE,2020,401.2219837314595
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Small states,SST,2020,27.81012526603875
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,South Asia,SAS,2020,188.4630343333676
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,South Asia (IDA & IBRD),TSA,2020,188.4630343333676
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Sub-Saharan Africa,SSF,2020,481.39542576370513
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Sub-Saharan Africa (excluding high income),SSA,2020,424.1046304163541
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,2020,481.39542576370513
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Upper middle income,UMC,2020,125.70410923734576
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,World,WLD,2020,94.20706582721296
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Afghanistan,AFG,2021,327.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Albania,ALB,2021,1485.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Algeria,DZA,2021,89.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,American Samoa,ASM,2021,
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Andorra,AND,2021,
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Angola,AGO,2021,1010.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Antigua and Barbuda,ATG,2021,1030.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Argentina,ARG,2021,591.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Armenia,ARM,2021,562.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Aruba,ABW,2021,
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Australia,AUS,2021,534.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Austria,AUT,2021,1110.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Azerbaijan,AZE,2021,447.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,"Bahamas, The",BHS,2021,1292.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Bahrain,BHR,2021,83.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Bangladesh,BGD,2021,2666.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Barbados,BRB,2021,1422.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Belarus,BLR,2021,618.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Belgium,BEL,2021,847.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Belize,BLZ,2021,1705.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Benin,BEN,2021,1039.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Bermuda,BMU,2021,
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Bhutan,BTN,2021,2200.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Bolivia,BOL,2021,1146.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Bosnia and Herzegovina,BIH,2021,1028.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Botswana,BWA,2021,416.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Brazil,BRA,2021,1761.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,British Virgin Islands,VGB,2021,
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Brunei Darussalam,BRN,2021,2722.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Bulgaria,BGR,2021,608.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Burkina Faso,BFA,2021,748.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Burundi,BDI,2021,1274.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Cabo Verde,CPV,2021,228.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Cambodia,KHM,2021,1904.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Cameroon,CMR,2021,1604.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Canada,CAN,2021,537.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Cayman Islands,CYM,2021,
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Central African Republic,CAF,2021,1343.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Chad,TCD,2021,322.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Channel Islands,CHI,2021,
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Chile,CHL,2021,1522.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,China,CHN,2021,645.0
